City,State,Population,Rate,Violent Crime,Murder and Non Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny and Theft,Motor Vehicle Theft,Actual Violent Crime,Actual Murder and Non Negligent Manslaughter,Actual Rape,Actual Robbery,Actual Aggravated Assault,Actual Property Crime,Actual Burglary,Actual Larceny and Theft,Actual Motor Vehicle Theft,Percentage Violent Crime,Percentage Murder and Non Negligent Manslaughter,Percentage Rape,Percentage Robbery,Percentage Aggravated Assault,Percentage Property Crime,Percentage Burglary,Percentage Larceny and Theft,Percentage Motor Vehicle Theft
Harrisburg-Carlisle,PA,566382,"Rate per 100,000 inhabitants",255.1,3.4,38.0,54.7,159.1,1479.4,272.4,1144.8,62.1,1444.8404819999998,19.256988,215.22516,309.81095400000004,901.1137620000001,8379.055308,1542.8245679999998,6483.941136,351.723222,0.2551,0.0034,0.038,0.054700000000000006,0.15910000000000002,1.4794,0.2723999999999999,1.1448,0.0621
Harrisonburg,VA,131581,"Rate per 100,000 inhabitants",162.6,2.3,44.8,26.6,88.9,1363.4,249.3,1057.1,57.0,213.95070599999997,3.026363,58.948288,35.000546,116.975509,1793.9753540000002,328.031433,1390.942751,75.00117,0.1626,0.0023,0.0448,0.026600000000000002,0.0889,1.3634000000000002,0.2493,1.0571000000000002,0.056999999999999995
Hartford-West Hartford-East Hartford,CT,1019846,"Rate per 100,000 inhabitants",238.3,2.3,25.2,83.7,127.1,2212.7,299.1,1676.5,237.1,2430.2930180000003,23.456457999999998,257.001192,853.6111020000001,1296.224266,22566.132442,3050.359386,17097.71819,2418.054866,0.2383,0.0022999999999999995,0.0252,0.08370000000000001,0.1271,2.2127,0.29910000000000003,1.6764999999999999,0.23709999999999998
Hattiesburg,MS,149558,"Rate per 100,000 inhabitants",199.3,6.0,16.7,46.8,129.7,2720.0,589.1,2030.7,100.3,298.069094,8.97348,24.976186000000002,69.993144,193.97672599999999,4067.9776,881.0461779999999,3037.0743060000004,150.006674,0.1993,0.006,0.016700000000000003,0.0468,0.1297,2.72,0.5891,2.0307000000000004,0.1003
Hilton Head Island-Bluffton-Beaufort,SC,211983,"Rate per 100,000 inhabitants",315.1,8.0,35.9,67.9,203.3,2186.0,424.6,1603.4,158.0,667.958433,16.95864,76.101897,143.93645700000002,430.96143900000004,4633.94838,900.0798180000002,3398.9354220000005,334.93314,0.3151,0.008,0.0359,0.06790000000000002,0.2033,2.186,0.4246000000000001,1.6034000000000004,0.15799999999999997
Hinesville,GA,80776,"Rate per 100,000 inhabitants",425.9,3.7,19.8,80.5,321.9,2290.3,496.4,1698.5,95.3,344.02498399999996,2.988712,15.993648,65.02468,260.017944,1850.0127280000002,400.972064,1371.98036,76.979528,0.4259,0.0036999999999999997,0.0198,0.0805,0.3219,2.2903000000000002,0.49639999999999995,1.6985000000000001,0.09530000000000001
Homosassa Springs,FL,141300,"Rate per 100,000 inhabitants",239.2,2.8,28.3,27.6,180.5,1400.6,301.5,1021.2,77.8,337.9896,3.9564,39.9879,38.9988,255.0465,1979.0478,426.0195,1442.9556,109.9314,0.2392,0.0028,0.028300000000000006,0.027600000000000003,0.1805,1.4006,0.3015,1.0212,0.0778
Hot Springs,AR,97312,"Rate per 100,000 inhabitants",651.5,4.1,75.0,84.3,488.1,4732.2,1942.2,2413.9,376.1,633.98768,3.9897919999999996,72.984,82.034016,474.97987200000006,4604.998463999999,1889.993664,2349.014368,365.99043200000006,0.6515,0.0040999999999999995,0.075,0.08429999999999999,0.4881000000000001,4.7322,1.9422000000000001,2.4139,0.37610000000000005
Houma-Thibodaux,LA,212402,"Rate per 100,000 inhabitants",449.1,8.9,28.7,53.7,357.8,3151.1,749.1,2293.3,108.8,953.897382,18.903778,60.959374,114.05987400000001,759.9743560000001,6692.999421999999,1591.1033820000002,4871.015066,231.09337599999998,0.4491,0.0089,0.0287,0.053700000000000005,0.35780000000000006,3.1510999999999996,0.7491000000000001,2.2933,0.1088
Houston-The Woodlands-Sugar Land,TX,6789215,"Rate per 100,000 inhabitants",578.2,7.2,39.9,215.5,315.6,2923.8,548.2,2035.1,340.5,39255.24113,488.82348,2708.896785,14630.758325,21426.762540000003,198503.06817,37218.476630000005,138167.314465,23117.277075,0.5782,0.0072,0.0399,0.21550000000000002,0.31560000000000005,2.9238000000000004,0.5482,2.0351,0.3405
Huntington-Ashland,WV,359412,"Rate per 100,000 inhabitants",291.6,2.2,44.0,50.1,195.3,,,1632.4,,1048.045392,7.907064,158.14128,180.06541199999998,701.9316360000001,,,5867.041488000001,,0.2916,0.0022,0.044,0.05009999999999999,0.19530000000000003,,,1.6324,
Huntsville,AL,448973,"Rate per 100,000 inhabitants",557.0,4.9,53.2,112.5,386.4,3194.0,608.7,2305.3,280.0,2500.77961,21.999677000000002,238.85363600000002,505.094625,1734.8316719999998,14340.19762,2732.8986510000004,10350.174569,1257.1244,0.557,0.004900000000000001,0.053200000000000004,0.11249999999999999,0.38639999999999997,3.1940000000000004,0.6087000000000001,2.3053,0.27999999999999997
Idaho Falls,ID,141859,"Rate per 100,000 inhabitants",299.6,0.7,33.8,12.7,252.4,1569.2,422.3,1051.0,95.9,425.00956400000007,0.9930129999999999,47.94834199999999,18.016092999999998,358.052116,2226.051428,599.070557,1490.93809,136.04278100000002,0.29960000000000003,0.0006999999999999999,0.03379999999999999,0.0127,0.2524,1.5692000000000002,0.4223,1.051,0.09590000000000001
Indianapolis-Carmel-Anderson,IN,2004800,"Rate per 100,000 inhabitants",713.4,9.2,46.8,218.9,438.5,3206.9,665.1,2202.8,339.0,14302.2432,184.4416,938.2464,4388.5072,8791.048,64291.9312,13333.9248,44161.7344,6796.272,0.7134,0.0092,0.0468,0.21889999999999998,0.4385,3.2069,0.6651,2.2028,0.33899999999999997
Iowa City,IA,169088,"Rate per 100,000 inhabitants",291.6,0.0,72.7,42.0,176.8,1727.5,312.3,1337.2,78.1,493.06060800000006,0.0,122.926976,71.01696,298.947584,2920.9952,528.061824,2261.044736,132.057728,0.2916,0.0,0.0727,0.041999999999999996,0.1768,1.7274999999999998,0.31229999999999997,1.3372,0.0781
Jackson,MI,159287,"Rate per 100,000 inhabitants",533.0,5.7,89.8,47.1,390.5,2214.9,406.8,1700.1,108.0,848.99971,9.079359,143.039726,75.02417700000001,622.015735,3528.047763,647.979516,2708.038287,172.02996,0.533,0.0057,0.0898,0.0471,0.39049999999999996,2.2148999999999996,0.40679999999999994,1.7001,0.108
Jackson,TN,129606,"Rate per 100,000 inhabitants",650.4,5.4,34.7,88.0,522.4,3039.2,793.2,2090.2,155.9,842.957424,6.998724,44.973282000000005,114.05328,677.0617439999999,3938.985552,1028.034792,2709.0246119999997,202.05575400000004,0.6504,0.005399999999999999,0.0347,0.08800000000000001,0.5223999999999999,3.0392,0.7932,2.0902,0.15590000000000004
Jacksonville,FL,1473678,"Rate per 100,000 inhabitants",478.9,8.5,47.3,114.1,309.1,2894.3,556.2,2092.3,245.8,7057.443941999999,125.26263,697.0496939999999,1681.4665979999997,4555.138698,42652.662354,8196.597036000001,30833.764794000002,3622.300524,0.4788999999999999,0.0085,0.047299999999999995,0.1141,0.3091,2.8943,0.5562000000000001,2.0923000000000003,0.24580000000000002
Janesville-Beloit,WI,161430,"Rate per 100,000 inhabitants",229.2,1.9,35.3,55.8,136.3,2211.5,345.7,1787.2,78.7,369.99756,3.06717,56.98479,90.07794,220.02909,3570.02445,558.06351,2885.07696,127.04541,0.22920000000000001,0.0019000000000000002,0.0353,0.0558,0.1363,2.2115,0.34569999999999995,1.7872,0.0787
Jefferson City,MO,151164,"Rate per 100,000 inhabitants",294.4,4.6,21.8,39.7,228.2,1888.7,399.6,1385.3,103.9,445.02681599999994,6.953543999999999,32.953752,60.012108000000005,344.95624799999996,2855.0344680000003,604.0513440000001,2094.074892,157.05939600000002,0.29439999999999994,0.004599999999999999,0.0218,0.039700000000000006,0.2282,1.8887,0.39960000000000007,1.3853,0.10390000000000002
Johnson City,TN,200977,"Rate per 100,000 inhabitants",291.1,2.5,23.9,32.3,232.4,2319.7,420.9,1769.9,128.9,585.044047,5.024425,48.033502999999996,64.915571,467.07054800000003,4662.063469,845.912193,3557.091923,259.059353,0.29109999999999997,0.0025,0.023899999999999998,0.0323,0.23240000000000002,2.3197,0.4209,1.7699,0.1289
Johnstown,PA,134652,"Rate per 100,000 inhabitants",158.9,5.2,11.1,23.8,118.8,1372.4,288.2,1049.4,34.9,213.962028,7.001904000000001,14.946372,32.047176,159.966576,1847.964048,388.06706399999996,1413.038088,46.993548,0.1589,0.005200000000000001,0.0111,0.0238,0.1188,1.3724,0.28819999999999996,1.0493999999999999,0.0349
Jonesboro,AR,129793,"Rate per 100,000 inhabitants",416.8,5.4,67.0,61.6,282.8,3591.9,1424.6,2023.2,144.1,540.977224,7.008822,86.96131,79.952488,367.054604,4662.034767,1849.0310779999998,2625.971976,187.031713,0.4168,0.0054,0.067,0.0616,0.2828,3.5919,1.4245999999999999,2.0232,0.1441
Joplin,MO,177228,"Rate per 100,000 inhabitants",,3.9,53.0,56.4,,4041.7,647.8,3046.9,347.0,,6.911892,93.93084,99.95659199999999,,7163.024076000001,1148.082984,5399.959932000001,614.98116,,0.0039,0.053,0.05639999999999999,,4.0417000000000005,0.6477999999999999,3.0469000000000004,0.34700000000000003
Kahului-Wailuku-Lahaina,HI,164771,"Rate per 100,000 inhabitants",273.1,3.0,46.7,41.3,182.1,3484.2,593.6,2455.5,435.1,449.989601,4.94313,76.948057,68.050423,300.04799099999997,5740.951181999999,978.0806560000001,4045.951905,716.9186210000001,0.2731,0.003,0.046700000000000005,0.041299999999999996,0.18209999999999998,3.484199999999999,0.5936,2.4555000000000002,0.43510000000000004
Kalamazoo-Portage,MI,336919,"Rate per 100,000 inhabitants",527.1,6.5,109.2,78.4,333.0,2682.5,583.5,1952.7,146.3,1775.900049,21.899735,367.91554800000006,264.144496,1121.94027,9037.852175,1965.922365,6579.017313,492.91249700000003,0.5271,0.0065,0.1092,0.0784,0.333,2.6825,0.5835,1.9526999999999999,0.1463
Kankakee,IL,109833,"Rate per 100,000 inhabitants",310.5,9.1,33.7,96.5,171.2,2394.5,498.9,1788.2,107.4,341.031465,9.994803,37.013721000000004,105.988845,188.03409599999998,2629.951185,547.956837,1964.033706,117.960642,0.3105,0.009099999999999999,0.03370000000000001,0.09649999999999999,0.17119999999999996,2.3945,0.49889999999999995,1.7881999999999998,0.10740000000000001
Kennewick-Richland,WA,285194,"Rate per 100,000 inhabitants",193.2,1.8,34.7,31.9,124.8,2174.7,374.8,1613.6,186.2,550.9948079999999,5.133492,98.96231800000001,90.976886,355.92211199999997,6202.113917999999,1068.907112,4601.890383999999,531.0312279999999,0.19319999999999998,0.0018,0.0347,0.0319,0.1248,2.1746999999999996,0.3748,1.6135999999999997,0.18619999999999998
Killeen-Temple,TX,434470,"Rate per 100,000 inhabitants",386.9,6.2,55.9,94.8,229.9,2426.4,568.5,1691.0,166.9,1680.96443,26.93714,242.86873,411.87756,998.84653,10541.98008,2469.96195,7346.8877,725.13043,0.3869,0.006200000000000001,0.055900000000000005,0.09480000000000001,0.22990000000000002,2.4263999999999997,0.5685,1.691,0.16690000000000002
Kingsport-Bristol-Bristol,TN,306101,"Rate per 100,000 inhabitants",367.2,2.6,40.8,38.9,284.9,2330.9,422.7,1710.5,197.6,1124.002872,7.958626,124.88920799999998,119.073289,872.081749,7134.908209,1293.888927,5235.857605,604.855576,0.36719999999999997,0.0026,0.040799999999999996,0.038900000000000004,0.2849,2.3309,0.42269999999999996,1.7105000000000001,0.19760000000000003
Kingston,NY,178502,"Rate per 100,000 inhabitants",163.6,2.2,40.3,20.2,100.8,1308.7,220.2,1052.1,36.4,292.029272,3.9270440000000004,71.936306,36.057404,179.93001599999997,2336.055674,393.061404,1878.0195419999998,64.974728,0.1636,0.0022,0.040299999999999996,0.0202,0.10079999999999997,1.3087000000000002,0.2202,1.0520999999999998,0.0364
Knoxville,TN,866010,"Rate per 100,000 inhabitants",449.4,4.3,34.2,70.4,340.5,2759.8,582.3,1949.3,228.2,3891.84894,37.23843,296.17542000000003,609.6710400000001,2948.76405,23900.14398,5042.7762299999995,16881.13293,1976.23482,0.44939999999999997,0.0043,0.0342,0.0704,0.3405,2.7598000000000003,0.5822999999999999,1.9493,0.2282
Kokomo,IN,82350,"Rate per 100,000 inhabitants",633.9,7.3,43.7,112.9,469.9,2522.2,717.7,1669.7,134.8,522.01665,6.01155,35.98695000000001,92.97315,386.96265,2077.0316999999995,591.0259500000001,1374.99795,111.00780000000002,0.6339,0.0073,0.04370000000000001,0.1129,0.4699,2.5221999999999993,0.7177000000000001,1.6697,0.13480000000000003
La Crosse-Onalaska,WI,137403,"Rate per 100,000 inhabitants",135.4,0.7,29.8,16.7,88.1,2455.6,350.8,2037.8,67.0,186.04366199999998,0.9618209999999999,40.946094,22.946301000000002,121.05204299999998,3374.068068,482.009724,2799.998334,92.06001,0.1354,0.0006999999999999999,0.029800000000000004,0.016700000000000003,0.08809999999999998,2.4556,0.3508,2.0378,0.067
Lafayette,LA,493575,"Rate per 100,000 inhabitants",382.3,9.3,12.6,72.9,287.5,,685.2,2113.6,,1886.937225,45.902475,62.19045,359.816175,1419.028125,,3381.9759,10432.2012,,0.3823,0.009300000000000001,0.0126,0.07289999999999999,0.2875,,0.6851999999999999,2.1136,
Lafayette-West Lafayette,IN,216480,"Rate per 100,000 inhabitants",247.6,1.4,32.3,61.9,152.0,2216.8,452.7,1631.6,132.6,536.00448,3.03072,69.92303999999999,134.00112,329.0496,4798.928640000001,980.00496,3532.08768,287.05248,0.2476,0.0014,0.032299999999999995,0.0619,0.152,2.2168000000000005,0.4527,1.6316000000000002,0.1326
Lake Charles,LA,206047,"Rate per 100,000 inhabitants",658.6,6.8,50.0,93.2,508.6,4248.5,1524.9,2457.2,266.4,1357.025542,14.011195999999998,103.0235,192.035804,1047.955042,8753.906795,3142.010703,5062.986884,548.9092079999999,0.6586000000000001,0.006799999999999999,0.05,0.0932,0.5086,4.2485,1.5249000000000001,2.4572,0.26639999999999997
Lake County-Kenosha County,IL,868929,"Rate per 100,000 inhabitants",175.4,0.9,23.0,51.0,100.5,1477.6,235.5,1184.9,57.2,1524.1014659999998,7.820361,199.85367,443.15379,873.273645,12839.294903999998,2046.327795,10295.939721,497.02738800000003,0.1754,0.0009,0.023,0.051000000000000004,0.1005,1.4775999999999998,0.2355,1.1849,0.0572
Lakeland-Winter Haven,FL,661218,"Rate per 100,000 inhabitants",332.6,3.9,39.0,52.9,236.7,2354.3,486.1,1694.0,174.2,2199.211068,25.787501999999996,257.87502,349.784322,1565.103006,15567.055374000001,3214.180698,11201.03292,1151.841756,0.3326,0.0038999999999999994,0.039,0.052899999999999996,0.23670000000000002,2.3543000000000003,0.4861,1.694,0.1742
Lancaster,PA,538376,"Rate per 100,000 inhabitants",175.3,1.5,33.4,50.2,90.3,1376.5,191.1,1141.0,44.4,943.7731280000002,8.07564,179.81758399999998,270.26475200000004,486.153528,7410.74564,1028.836536,6142.87016,239.038944,0.1753,0.0015,0.0334,0.05020000000000001,0.09029999999999999,1.3765,0.1911,1.141,0.044399999999999995
Lansing-East Lansing,MI,473685,"Rate per 100,000 inhabitants",458.5,3.4,91.2,74.7,289.2,1843.0,378.1,1315.6,149.3,2171.845725,16.10529,432.00072,353.842695,1369.89702,8730.01455,1791.002985,6231.79986,707.211705,0.4585000000000001,0.0034,0.0912,0.07469999999999999,0.2892,1.8429999999999997,0.3781,1.3156,0.14930000000000002
Laredo,TX,272746,"Rate per 100,000 inhabitants",361.5,4.4,56.1,60.5,240.5,3002.1,409.2,2506.7,86.2,985.97679,12.000824000000001,153.010506,165.01133,655.95413,8188.107666,1116.076632,6836.923981999999,235.10705199999998,0.36150000000000004,0.0044,0.0561,0.0605,0.2405,3.0021,0.4092,2.5067,0.0862
Las Cruces,NM,214233,"Rate per 100,000 inhabitants",253.0,5.1,44.8,30.8,172.2,2967.3,600.7,2171.5,195.1,542.00949,10.925882999999999,95.97638399999998,65.98376400000001,368.90922599999993,6356.9358090000005,1286.897631,4652.069595,417.96858299999997,0.253,0.0050999999999999995,0.04479999999999999,0.030800000000000004,0.1722,2.9673000000000003,0.6007,2.1715,0.1951
Las Vegas-Henderson-Paradise,NV,2155946,"Rate per 100,000 inhabitants",771.0,9.0,65.9,268.1,428.0,2727.9,720.0,1503.6,504.3,16622.34366,194.03514,1420.7684140000001,5780.0912260000005,9227.44888,58812.050934000006,15522.8112,32416.804056,10872.435678,0.7709999999999999,0.009000000000000001,0.06590000000000001,0.2681,0.428,2.7279,0.72,1.5036,0.5043
Lawton,OK,129814,"Rate per 100,000 inhabitants",627.8,3.1,57.8,86.3,480.7,3200.7,1008.4,1985.1,207.2,814.9722919999999,4.024234,75.03249199999999,112.02948199999999,624.015898,4154.956698,1309.0443759999998,2576.9377139999997,268.974608,0.6278,0.0031000000000000003,0.0578,0.08629999999999999,0.48069999999999996,3.2007,1.0084,1.9850999999999996,0.2072
Lebanon,PA,137357,"Rate per 100,000 inhabitants",154.3,2.2,10.2,27.7,114.3,1476.4,231.5,1178.0,67.0,211.941851,3.0218540000000003,14.010413999999999,38.047889,156.999051,2027.938748,317.981455,1618.06546,92.02919,0.15430000000000002,0.0022,0.0102,0.027700000000000002,0.11430000000000001,1.4764000000000002,0.23149999999999998,1.1780000000000002,0.067
Lewiston,ID,62714,"Rate per 100,000 inhabitants",151.5,1.6,39.9,9.6,100.5,3490.4,808.4,2490.7,191.3,95.01171,1.003424,25.022886,6.020544,63.02757,2188.969456,506.979976,1562.017598,119.97188200000001,0.1515,0.0016000000000000003,0.0399,0.009600000000000001,0.1005,3.4903999999999997,0.8084000000000001,2.4907,0.19130000000000003
Lewiston-Auburn,ME,107279,"Rate per 100,000 inhabitants",136.1,0.0,34.5,28.0,73.6,1701.2,287.1,1339.5,74.6,146.00671899999998,0.0,37.011255,30.03812,78.95734399999999,1825.0303480000002,307.998009,1437.002205,80.03013399999999,0.13609999999999997,0.0,0.034499999999999996,0.027999999999999997,0.07359999999999998,1.7012000000000003,0.2871,1.3395000000000001,0.07459999999999999
Lexington-Fayette,KY,505664,"Rate per 100,000 inhabitants",264.0,4.9,51.8,131.9,75.3,3592.9,680.1,2628.8,284.0,1334.95296,24.777536,261.933952,666.970816,380.76499199999995,18168.001856000003,3439.0208640000005,13292.895232,1436.08576,0.264,0.004900000000000001,0.05179999999999999,0.13190000000000002,0.07529999999999999,3.5929,0.6801,2.6288,0.28400000000000003
Lima,OH,103900,"Rate per 100,000 inhabitants",389.8,7.7,53.9,137.6,190.6,3589.0,873.0,2560.2,155.9,405.0022,8.0003,56.0021,142.9664,198.0334,3728.971,907.047,2660.0478,161.9801,0.3898,0.0076999999999999985,0.053899999999999997,0.13759999999999997,0.1906,3.589,0.873,2.5602,0.15589999999999998
Lincoln,NE,327353,"Rate per 100,000 inhabitants",322.3,3.1,74.8,58.7,185.7,2823.9,412.1,2294.5,117.3,1055.058719,10.147943,244.860044,192.156211,607.8945209999999,9244.121367,1349.021713,7511.114585,383.985069,0.32230000000000003,0.0031000000000000003,0.07479999999999999,0.05870000000000001,0.1857,2.8239,0.4121000000000001,2.2945,0.1173
Little Rock-North Little Rock-Conway,AR,737086,"Rate per 100,000 inhabitants",760.0,10.0,59.3,136.8,553.9,,,3116.5,379.6,5601.8536,73.7086,437.091998,1008.3336480000002,4082.719354,,,22971.28519,2797.9784560000003,0.7600000000000001,0.01,0.0593,0.13680000000000003,0.5539,,,3.1165,0.37960000000000005
Logan,UT,135889,"Rate per 100,000 inhabitants",66.2,1.5,25.8,5.9,33.1,1089.9,178.8,850.0,61.1,89.95851800000001,2.038335,35.059362,8.017451000000001,44.979259000000006,1481.0542110000004,242.96953200000004,1155.0565,83.02817900000001,0.06620000000000001,0.0015,0.025799999999999997,0.005900000000000001,0.033100000000000004,1.0899000000000003,0.17880000000000004,0.8499999999999999,0.06110000000000001
Longview,WA,104085,"Rate per 100,000 inhabitants",268.1,1.9,65.3,55.7,145.1,3312.7,684.1,2282.7,345.9,279.051885,1.977615,67.967505,57.975345,151.027335,3448.023795,712.045485,2375.9482949999997,360.030015,0.2681,0.0018999999999999998,0.06530000000000001,0.0557,0.1451,3.3127000000000004,0.6840999999999999,2.2826999999999997,0.3459
Los Angeles-Long Beach-Anaheim,CA,13350144,"Rate per 100,000 inhabitants",476.7,5.1,37.2,166.9,267.5,2386.2,434.5,1532.0,419.7,63640.136448000005,680.8573439999999,4966.253568,22281.390336,35711.6352,318561.136128,58006.37568,204524.20608,56030.554368000005,0.4767,0.0050999999999999995,0.0372,0.16690000000000002,0.26749999999999996,2.3861999999999997,0.4345,1.532,0.4197
Los Angeles-Long Beach-Glendale,CA,10170868,"Rate per 100,000 inhabitants",554.2,6.1,40.9,198.1,309.1,2482.6,461.9,1553.6,467.1,56366.950456000006,620.422948,4159.885012,20148.489508,31438.152988,252501.968968,46979.239292,158014.60524799998,47508.124428,0.5542000000000001,0.0060999999999999995,0.0409,0.19809999999999997,0.3091,2.4826,0.4619,1.5535999999999999,0.46710000000000007
Louisville/Jefferson County,KY,1285169,"Rate per 100,000 inhabitants",437.8,10.4,23.7,140.6,263.1,3358.9,632.8,2284.6,441.6,5626.469882,133.657576,304.585053,1806.9476140000002,3381.2796390000003,43167.541541000006,8132.549431999999,29360.970974,5675.306304,0.43779999999999997,0.010400000000000001,0.023700000000000002,0.1406,0.2631,3.3589000000000007,0.6327999999999999,2.2845999999999997,0.4416
Lubbock,TX,314167,"Rate per 100,000 inhabitants",924.3,2.9,64.3,156.0,701.2,4523.1,954.3,3199.3,369.5,2903.8455809999996,9.110843,202.009381,490.10052,2202.939004,14210.087577,2998.095681,10051.144831,1160.847065,0.9242999999999999,0.0029,0.0643,0.156,0.7011999999999999,4.5231,0.9542999999999999,3.1993,0.3695
Lynchburg,VA,259926,"Rate per 100,000 inhabitants",203.9,4.6,31.9,30.0,137.3,1438.5,210.1,1152.3,76.2,529.989114,11.956596,82.916394,77.9778,356.87839800000006,3739.03551,546.104526,2995.1272980000003,198.063612,0.2039,0.0046,0.0319,0.030000000000000002,0.13730000000000003,1.4385000000000001,0.2101,1.1523,0.0762
Macon-Bibb County,GA,229434,"Rate per 100,000 inhabitants",381.8,7.8,26.6,122.0,225.3,4138.9,1000.3,2825.2,313.4,875.979012,17.895851999999998,61.029444000000005,279.90948,516.914802,9496.043826,2295.0283019999997,6481.969367999999,719.046156,0.38180000000000003,0.007799999999999999,0.026600000000000002,0.122,0.22530000000000003,4.1389,1.0002999999999997,2.8251999999999997,0.3134
Madera,CA,154726,"Rate per 100,000 inhabitants",661.8,4.5,33.0,80.1,544.2,2394.6,632.1,1392.8,369.7,1023.976668,6.96267,51.05958,123.935526,842.018892,3705.0687959999996,978.0230460000001,2155.0237279999997,572.022022,0.6617999999999999,0.0045000000000000005,0.033,0.08009999999999999,0.5442,2.3946,0.6321000000000001,1.3927999999999998,0.3697
Madison,WI,647587,"Rate per 100,000 inhabitants",202.8,2.0,30.7,48.0,122.0,1915.7,268.1,1556.5,91.1,1313.306436,12.95174,198.80920899999998,310.84176,790.05614,12405.824159000002,1736.180747,10079.691655,589.9517569999999,0.20280000000000004,0.002,0.030699999999999998,0.048,0.122,1.9157000000000004,0.2681,1.5565,0.09109999999999999
Manchester-Nashua,NH,408233,"Rate per 100,000 inhabitants",268.5,1.2,39.7,61.0,166.6,1525.6,209.4,1245.6,70.5,1096.105605,4.898796,162.06850100000003,249.02213,680.116178,6228.002648,854.839902,5084.950247999999,287.804265,0.26849999999999996,0.0012000000000000001,0.039700000000000006,0.061,0.1666,1.5255999999999998,0.2094,1.2455999999999998,0.07050000000000001
Manhattan,KS,99113,"Rate per 100,000 inhabitants",259.3,1.0,49.4,22.2,186.7,1621.4,252.2,1279.3,89.8,257.00000900000003,0.99113,48.961822000000005,22.003086,185.04397099999997,1607.0181820000003,249.96298599999997,1267.952609,89.003474,0.25930000000000003,0.001,0.049400000000000006,0.0222,0.18669999999999998,1.6214000000000002,0.2522,1.2792999999999999,0.08979999999999999
Mankato-North Mankato,MN,99481,"Rate per 100,000 inhabitants",153.8,2.0,37.2,26.1,88.5,1887.8,369.9,1439.5,78.4,153.001778,1.98962,37.006932,25.964541,88.040685,1878.0023179999998,367.980219,1432.028995,77.993104,0.15380000000000002,0.002,0.0372,0.0261,0.0885,1.8878,0.36989999999999995,1.4395,0.0784
Mansfield,OH,121064,"Rate per 100,000 inhabitants",240.4,5.0,74.3,60.3,100.8,3681.5,997.8,2560.6,123.1,291.03785600000003,6.0532,89.95055199999999,73.00159199999999,122.032512,4456.97116,1207.976592,3099.964784,149.02978399999998,0.24040000000000003,0.005,0.07429999999999999,0.06029999999999999,0.1008,3.6815,0.9977999999999999,2.5605999999999995,0.12309999999999999
McAllen-Edinburg-Mission,TX,853003,"Rate per 100,000 inhabitants",295.7,2.6,49.2,52.5,191.3,2845.9,464.5,2251.7,129.8,2522.329871,22.178078000000003,419.677476,447.826575,1631.7947390000002,24275.612377,3962.198935,19207.068551,1107.1978940000001,0.2957,0.0026000000000000003,0.0492,0.0525,0.19130000000000003,2.8459000000000003,0.46449999999999997,2.2517,0.1298
Medford,OR,215751,"Rate per 100,000 inhabitants",357.8,2.3,33.8,69.5,252.1,4328.6,494.6,3523.5,310.5,771.957078,4.962273,72.923838,149.946945,543.908271,9338.997786,1067.104446,7601.986485,669.906855,0.3578,0.0023,0.033800000000000004,0.06949999999999999,0.25210000000000005,4.3286,0.4946,3.5235000000000003,0.31049999999999994
Memphis,TN,1346931,"Rate per 100,000 inhabitants",1082.1,18.5,54.6,269.4,739.6,3868.2,934.3,2623.2,310.6,14575.140350999998,249.182235,735.4243260000001,3628.6321139999995,9961.901676,52101.984941999995,12584.376333,35332.693992,4183.567686,1.0820999999999998,0.0185,0.0546,0.2694,0.7396,3.8681999999999994,0.9343,2.6232,0.31060000000000004
Merced,CA,268999,"Rate per 100,000 inhabitants",553.2,2.2,29.4,88.5,433.1,2846.9,680.3,1633.8,532.7,1488.102468,5.917978000000001,79.085706,238.064115,1165.0346690000001,7658.132531,1830.0001969999998,4394.905662,1432.957673,0.5532,0.0022,0.0294,0.0885,0.43310000000000004,2.8469,0.6802999999999999,1.6338000000000001,0.5327000000000001
Miami-Fort Lauderdale-West Palm Beach,FL,6113688,"Rate per 100,000 inhabitants",486.1,5.8,30.5,152.1,297.7,3214.6,463.8,2463.4,287.4,29718.637368000003,354.593904,1864.67484,9298.919447999999,18200.449176,196530.61444799998,28355.284944000003,150604.590192,17570.739311999998,0.4861000000000001,0.0058,0.0305,0.15209999999999999,0.29769999999999996,3.2145999999999995,0.46380000000000005,2.4634,0.2874
Miami-Miami Beach-Kendall,FL,2737194,"Rate per 100,000 inhabitants",571.2,7.2,29.1,176.5,358.4,3492.0,430.1,2748.9,313.0,15634.852128000002,197.077968,796.523454,4831.14741,9810.103296,95582.81448,11772.671394,75242.72586600001,8567.41722,0.5712,0.0072,0.0291,0.1765,0.3584,3.492,0.43010000000000004,2.7489000000000003,0.313
Michigan City-La Porte,IN,110541,"Rate per 100,000 inhabitants",301.2,1.8,31.7,71.5,196.3,2662.4,563.6,1923.3,175.5,332.949492,1.9897380000000002,35.041497,79.036815,216.991983,2943.0435840000005,623.009076,2126.0350529999996,193.999455,0.3012,0.0018,0.0317,0.07150000000000001,0.1963,2.6624000000000003,0.5636,1.9232999999999996,0.17550000000000002
